,job_title,salary_usd,experience_level,employment_type,company_location,company_size,required_skills,education_required,years_experience,industry,company_name,post_date,year,remote_category
172,AI Specialist,214195,EX,PT,United Kingdom,M,"Tableau, GCP, Python",Bachelor,19,Manufacturing,Smart Analytics,2025-03-13,2025,Remote
173,AI Software Engineer,93211,SE,PT,India,M,"Python, TensorFlow, GCP, Java",Master,9,Manufacturing,Machine Intelligence Group,2025-01-08,2025,Hybrid
174,Deep Learning Engineer,82209,EN,PT,Germany,L,"Statistics, TensorFlow, Python",Master,1,Transportation,Smart Analytics,2024-11-09,2024,Remote
175,AI Software Engineer,149669,SE,PT,Germany,M,"Scala, Hadoop, Azure",Associate,9,Retail,Predictive Systems,2024-11-01,2024,Hybrid
176,AI Software Engineer,56825,MI,PT,China,M,"Linux, Azure, Git, Deep Learning, Spark",Associate,3,Government,AI Innovations,2024-07-11,2024,Hybrid
177,Research Scientist,131635,MI,FT,Denmark,L,"Kubernetes, Git, GCP, NLP",PhD,2,Manufacturing,TechCorp Inc,2024-03-10,2024,Hybrid
178,NLP Engineer,163843,SE,FL,Norway,L,"Scala, Python, Data Visualization, Kubernetes, Statistics",PhD,7,Telecommunications,Algorithmic Solutions,2024-09-20,2024,Hybrid
179,AI Consultant,73281,MI,CT,India,L,"Deep Learning, Azure, Python",Bachelor,2,Technology,Cloud AI Solutions,2025-01-28,2025,On-Site
180,Principal Data Scientist,51907,MI,CT,South Korea,M,"Statistics, AWS, Java, PyTorch",Associate,3,Technology,DataVision Ltd,2024-10-07,2024,Hybrid
181,NLP Engineer,178240,EX,FL,Netherlands,S,"Python, Spark, TensorFlow",Bachelor,12,Real Estate,Autonomous Tech,2024-06-01,2024,Hybrid
182,Machine Learning Researcher,83226,SE,FT,Ireland,S,"SQL, Docker, Linux, GCP",Master,7,Technology,Advanced Robotics,2024-11-19,2024,On-Site
183,AI Product Manager,46995,EN,FT,Austria,S,"PyTorch, NLP, MLOps, Azure",Master,1,Finance,DataVision Ltd,2024-07-07,2024,Remote
184,AI Research Scientist,275296,EX,FT,Switzerland,L,"Docker, Azure, NLP",Associate,14,Transportation,DataVision Ltd,2024-02-06,2024,On-Site
185,Deep Learning Engineer,300422,EX,PT,Denmark,M,"Python, TensorFlow, R",Bachelor,11,Education,Machine Intelligence Group,2024-09-30,2024,Remote
186,AI Product Manager,116704,MI,CT,Canada,L,"SQL, PyTorch, NLP, Data Visualization",Bachelor,2,Finance,Autonomous Tech,2024-03-30,2024,Remote
187,AI Specialist,98422,EN,PT,United States,L,"Java, Python, Mathematics",PhD,0,Transportation,Cloud AI Solutions,2024-05-23,2024,On-Site
188,Machine Learning Researcher,210249,EX,PT,Norway,M,"Mathematics, Docker, Deep Learning",Master,15,Gaming,Machine Intelligence Group,2024-12-20,2024,Remote
189,NLP Engineer,67708,MI,FL,South Korea,S,"NLP, R, Scala, Computer Vision, Azure",Master,3,Manufacturing,Algorithmic Solutions,2024-06-10,2024,On-Site
190,Data Engineer,95796,EX,FL,Austria,S,"Python, TensorFlow, Scala, AWS",Master,13,Consulting,Advanced Robotics,2024-10-15,2024,Remote
191,Head of AI,229098,EX,PT,Denmark,L,"PyTorch, SQL, Kubernetes, Git, Java",Master,17,Government,Predictive Systems,2024-02-01,2024,Hybrid
192,ML Ops Engineer,134300,EX,CT,Ireland,S,"Java, Python, Deep Learning, Statistics",Master,11,Education,Predictive Systems,2024-07-14,2024,Hybrid
193,AI Specialist,74408,EN,CT,Australia,M,"TensorFlow, Docker, R, NLP, Java",Associate,1,Automotive,Machine Intelligence Group,2024-08-07,2024,Remote
194,AI Architect,201971,EX,FT,Netherlands,M,"Java, Scala, Tableau",PhD,13,Technology,Future Systems,2024-07-17,2024,On-Site
195,AI Software Engineer,180764,EX,CT,France,S,"GCP, TensorFlow, Data Visualization",Master,17,Gaming,AI Innovations,2025-02-17,2025,Remote
196,Principal Data Scientist,49644,EN,CT,China,L,"Linux, PyTorch, TensorFlow, Azure, Python",Bachelor,0,Finance,Future Systems,2025-02-15,2025,Remote
197,AI Product Manager,89115,SE,CT,South Korea,M,"MLOps, Python, Linux, NLP",Master,7,Energy,Neural Networks Co,2025-03-22,2025,Hybrid
198,AI Software Engineer,38540,EN,PT,Austria,S,"Linux, Kubernetes, Spark, Java",Associate,1,Technology,Smart Analytics,2025-01-29,2025,On-Site
199,AI Product Manager,180252,SE,FT,United States,L,"TensorFlow, Kubernetes, SQL, Linux, Mathematics",Master,7,Telecommunications,Future Systems,2024-02-14,2024,Hybrid
200,Robotics Engineer,56585,EN,FT,Netherlands,S,"MLOps, Java, AWS, NLP, PyTorch",Master,1,Gaming,Cloud AI Solutions,2024-10-25,2024,On-Site
201,AI Specialist,103942,SE,FL,Sweden,M,"Statistics, Python, TensorFlow",PhD,5,Education,Smart Analytics,2025-02-07,2025,On-Site
202,Autonomous Systems Engineer,176009,SE,FL,United Kingdom,L,"PyTorch, SQL, TensorFlow, Git, Azure",Bachelor,9,Automotive,Quantum Computing Inc,2024-02-25,2024,Hybrid
203,AI Specialist,59056,MI,CT,Ireland,M,"Scala, SQL, Deep Learning, Statistics, GCP",Associate,2,Healthcare,Predictive Systems,2024-08-23,2024,Hybrid
204,AI Consultant,76940,MI,FT,Austria,M,"AWS, Scala, Docker",Associate,3,Transportation,Cognitive Computing,2025-03-29,2025,On-Site
205,Machine Learning Engineer,110341,SE,CT,United Kingdom,M,"Spark, Kubernetes, Mathematics",PhD,7,Retail,Smart Analytics,2025-03-20,2025,On-Site
206,Data Scientist,102922,MI,FL,United Kingdom,L,"Python, SQL, Git",Associate,4,Government,Digital Transformation LLC,2024-06-14,2024,On-Site
207,Machine Learning Researcher,44130,EN,FT,Japan,S,"Python, GCP, Docker, Git, Java",Master,0,Technology,DataVision Ltd,2024-11-22,2024,On-Site
208,Data Engineer,128112,SE,CT,Singapore,L,"Mathematics, Hadoop, Tableau",Associate,5,Telecommunications,Quantum Computing Inc,2024-11-26,2024,Remote
209,Data Analyst,48892,EN,CT,France,M,"Linux, Python, NLP",Bachelor,0,Consulting,DataVision Ltd,2024-10-08,2024,Remote
210,Research Scientist,127478,MI,CT,United Kingdom,L,"Java, Docker, Hadoop",Master,4,Transportation,DataVision Ltd,2025-03-26,2025,Hybrid
211,AI Research Scientist,100524,SE,FL,Finland,M,"Python, Kubernetes, Statistics, TensorFlow",PhD,6,Gaming,TechCorp Inc,2024-03-29,2024,On-Site
212,Deep Learning Engineer,45429,EN,FT,Japan,L,"GCP, Deep Learning, Python, MLOps",Associate,0,Gaming,Algorithmic Solutions,2024-09-14,2024,On-Site
213,ML Ops Engineer,62262,MI,FT,Austria,L,"R, SQL, AWS, MLOps, Data Visualization",Bachelor,4,Healthcare,AI Innovations,2025-03-19,2025,Remote
214,AI Specialist,68595,MI,FT,China,S,"Azure, Python, TensorFlow, Data Visualization",Master,4,Manufacturing,Machine Intelligence Group,2024-01-30,2024,Hybrid
215,AI Software Engineer,301038,EX,PT,Norway,M,"GCP, Azure, Deep Learning, Spark, SQL",PhD,18,Media,Cognitive Computing,2025-04-15,2025,Hybrid
216,Robotics Engineer,46253,EN,CT,China,M,"MLOps, Data Visualization, Git, TensorFlow, Hadoop",Associate,1,Government,DataVision Ltd,2025-04-15,2025,On-Site
217,NLP Engineer,59644,EN,PT,Australia,M,"R, Docker, GCP, Java",Associate,0,Consulting,Future Systems,2024-04-20,2024,On-Site
218,Principal Data Scientist,53960,MI,PT,Finland,M,"PyTorch, MLOps, Computer Vision, AWS, Deep Learning",Master,3,Telecommunications,Digital Transformation LLC,2024-07-15,2024,On-Site
219,Computer Vision Engineer,94894,EN,PT,Netherlands,L,"AWS, Hadoop, Python, Scala, Computer Vision",Associate,1,Real Estate,Autonomous Tech,2025-03-02,2025,Hybrid
220,Autonomous Systems Engineer,91611,SE,CT,Israel,L,"PyTorch, SQL, Kubernetes",Associate,5,Finance,Digital Transformation LLC,2024-09-08,2024,On-Site
221,NLP Engineer,285880,EX,FL,Netherlands,L,"SQL, Linux, Tableau, MLOps, Spark",Master,18,Finance,Smart Analytics,2024-04-15,2024,Hybrid
222,AI Architect,115263,MI,FL,United Kingdom,L,"Mathematics, Hadoop, Scala, NLP, Kubernetes",Bachelor,3,Finance,Machine Intelligence Group,2025-01-25,2025,Hybrid
223,Research Scientist,51882,MI,CT,China,S,"Scala, R, SQL",Associate,3,Technology,Quantum Computing Inc,2024-02-07,2024,Hybrid
224,Data Scientist,82051,MI,PT,Germany,M,"Java, Python, MLOps, Docker",Master,2,Automotive,Predictive Systems,2025-04-20,2025,Remote
225,ML Ops Engineer,122331,SE,FL,Canada,L,"SQL, NLP, Python",PhD,5,Retail,Cognitive Computing,2025-02-08,2025,On-Site
226,AI Product Manager,159643,SE,PT,United States,S,"Data Visualization, Linux, GCP, Hadoop",Master,5,Gaming,Digital Transformation LLC,2024-01-27,2024,Remote
227,Research Scientist,254305,EX,FL,United Kingdom,M,"Hadoop, Python, Linux, Mathematics",Bachelor,15,Transportation,DeepTech Ventures,2024-03-09,2024,Hybrid
228,Data Analyst,52027,MI,PT,South Korea,M,"Kubernetes, Linux, Tableau, MLOps, Statistics",Master,2,Retail,Smart Analytics,2024-04-18,2024,Remote
229,Robotics Engineer,43072,EN,PT,India,S,"Docker, PyTorch, Spark, TensorFlow, NLP",Associate,0,Energy,Future Systems,2025-01-15,2025,Remote
230,Research Scientist,87011,MI,FL,France,L,"Tableau, Linux, PyTorch, Java, AWS",PhD,4,Gaming,Future Systems,2025-03-30,2025,Hybrid
231,AI Research Scientist,36734,EN,FL,China,S,"Azure, Python, Mathematics",Master,1,Media,AI Innovations,2024-10-11,2024,Remote
232,Head of AI,84897,MI,CT,Ireland,L,"TensorFlow, Linux, Deep Learning, Hadoop",Associate,3,Manufacturing,TechCorp Inc,2024-10-07,2024,On-Site
233,AI Research Scientist,173839,SE,FL,United States,M,"TensorFlow, Azure, Tableau, Data Visualization, Hadoop",Bachelor,5,Government,Neural Networks Co,2025-02-04,2025,Remote
234,ML Ops Engineer,59357,EN,FT,South Korea,L,"NLP, Tableau, Kubernetes, SQL, GCP",Master,0,Transportation,DeepTech Ventures,2024-03-22,2024,On-Site
235,Data Scientist,51431,EN,FL,Austria,M,"Scala, Python, Data Visualization",Associate,0,Transportation,Digital Transformation LLC,2024-06-20,2024,Remote
236,Autonomous Systems Engineer,96506,SE,FT,Ireland,S,"Hadoop, Spark, Kubernetes, Scala",PhD,5,Finance,Cloud AI Solutions,2024-07-03,2024,Remote
237,Data Analyst,59198,EN,FT,Canada,S,"Linux, Kubernetes, Data Visualization, TensorFlow, Docker",Master,1,Manufacturing,Algorithmic Solutions,2025-04-27,2025,Hybrid
238,Machine Learning Engineer,223757,EX,FL,Germany,S,"Git, Statistics, Data Visualization, Python, Scala",PhD,12,Education,Smart Analytics,2025-03-29,2025,On-Site
239,Deep Learning Engineer,74322,EN,FT,France,L,"Hadoop, Spark, Tableau, R, Python",Bachelor,1,Gaming,Advanced Robotics,2024-12-16,2024,On-Site
240,Research Scientist,120749,MI,FL,United States,M,"TensorFlow, MLOps, Kubernetes, SQL, Java",Associate,2,Retail,Cognitive Computing,2024-07-01,2024,Hybrid
241,NLP Engineer,138212,EX,FT,Finland,S,"Hadoop, Azure, Java, MLOps",Master,15,Media,Future Systems,2024-02-19,2024,Hybrid
242,Robotics Engineer,199039,EX,PT,Canada,S,"Git, Docker, Statistics, Mathematics",Master,15,Real Estate,AI Innovations,2024-09-19,2024,On-Site
243,AI Specialist,105699,SE,FL,Singapore,S,"Spark, Git, Hadoop",PhD,6,Healthcare,AI Innovations,2025-02-11,2025,On-Site
244,Research Scientist,38497,EN,FL,Japan,S,"Python, Mathematics, PyTorch, Spark",Bachelor,0,Consulting,DataVision Ltd,2025-03-06,2025,Remote
245,AI Product Manager,63141,MI,CT,Japan,S,"R, Azure, MLOps",Associate,3,Manufacturing,Digital Transformation LLC,2024-12-09,2024,Remote
246,AI Specialist,87871,SE,CT,Austria,L,"Git, Statistics, Mathematics, Hadoop, Java",Master,9,Telecommunications,AI Innovations,2025-02-02,2025,Remote
247,Research Scientist,255678,EX,CT,United States,M,"SQL, Statistics, Mathematics, TensorFlow, GCP",Bachelor,18,Telecommunications,DataVision Ltd,2024-04-12,2024,On-Site
248,Data Analyst,132056,SE,CT,Netherlands,S,"Java, Azure, Tableau, Python",Master,7,Gaming,Digital Transformation LLC,2024-10-05,2024,On-Site
249,AI Research Scientist,146085,SE,FT,United States,M,"Git, Scala, NLP, Python",Associate,6,Technology,Cognitive Computing,2024-11-09,2024,Remote
250,Data Engineer,85037,MI,CT,Sweden,M,"PyTorch, Python, Deep Learning, SQL, MLOps",Master,3,Finance,DeepTech Ventures,2024-10-17,2024,Hybrid
251,AI Product Manager,42661,EN,PT,Ireland,M,"Python, Linux, Tableau, SQL, MLOps",Bachelor,1,Finance,Digital Transformation LLC,2024-12-25,2024,On-Site
252,Deep Learning Engineer,119706,SE,FL,Israel,L,"TensorFlow, Hadoop, Python, Java, Docker",Associate,7,Retail,Neural Networks Co,2024-09-13,2024,Hybrid
253,Computer Vision Engineer,110064,EX,PT,Finland,M,"PyTorch, Java, Kubernetes",Bachelor,10,Finance,Smart Analytics,2024-10-10,2024,Remote
254,Research Scientist,91090,SE,FT,China,M,"Azure, PyTorch, NLP, TensorFlow",Associate,9,Telecommunications,Smart Analytics,2025-01-28,2025,Remote
255,Principal Data Scientist,80307,MI,FL,France,L,"Spark, Java, GCP",Master,4,Retail,Advanced Robotics,2024-08-28,2024,Hybrid
256,AI Product Manager,107321,MI,PT,Germany,L,"SQL, Python, GCP",Master,3,Technology,Autonomous Tech,2025-03-04,2025,On-Site
257,Head of AI,59373,EN,CT,Austria,L,"Python, GCP, Mathematics, Scala, Deep Learning",PhD,0,Gaming,DataVision Ltd,2024-07-17,2024,On-Site
258,Machine Learning Researcher,65191,EN,PT,France,S,"GCP, Python, Azure, Scala",Master,0,Education,Predictive Systems,2024-01-20,2024,On-Site
259,Robotics Engineer,152969,EX,FL,Austria,L,"TensorFlow, PyTorch, Spark",Associate,16,Government,Advanced Robotics,2025-04-19,2025,On-Site
260,Research Scientist,147893,SE,FL,Switzerland,S,"R, Python, Data Visualization, TensorFlow",Associate,8,Healthcare,Predictive Systems,2024-05-05,2024,Hybrid
261,Principal Data Scientist,69807,EN,FT,United States,L,"Data Visualization, Scala, Python, SQL, Linux",Bachelor,0,Transportation,Smart Analytics,2024-12-14,2024,On-Site
262,AI Software Engineer,67824,EN,FT,United Kingdom,L,"Java, AWS, GCP, Spark",Bachelor,0,Gaming,Quantum Computing Inc,2024-05-06,2024,On-Site
263,Data Engineer,141523,EX,PT,South Korea,L,"AWS, Mathematics, Linux",Associate,10,Manufacturing,Future Systems,2024-01-21,2024,On-Site
264,Data Analyst,122796,SE,PT,India,L,"Scala, AWS, Spark, Deep Learning",PhD,9,Healthcare,Digital Transformation LLC,2024-08-20,2024,Remote
265,AI Consultant,81885,MI,PT,United States,S,"Scala, GCP, MLOps, Python, Computer Vision",PhD,3,Retail,Cloud AI Solutions,2024-12-07,2024,On-Site
266,Data Analyst,118505,SE,CT,United Kingdom,M,"Scala, Mathematics, MLOps, Python",Bachelor,5,Government,Predictive Systems,2025-03-15,2025,Hybrid
267,Robotics Engineer,133565,SE,PT,United States,S,"R, Git, Statistics, Spark, Python",Master,5,Media,Cognitive Computing,2024-12-21,2024,Remote
268,Data Analyst,60019,EN,CT,United Kingdom,S,"Java, Kubernetes, Tableau",PhD,1,Government,Cognitive Computing,2024-03-11,2024,Remote
269,ML Ops Engineer,76875,EN,PT,United States,M,"Docker, Hadoop, PyTorch, Python, Java",Bachelor,0,Transportation,Algorithmic Solutions,2024-04-15,2024,On-Site
270,Deep Learning Engineer,64400,EN,CT,Australia,L,"AWS, R, Python",Bachelor,1,Transportation,AI Innovations,2024-10-20,2024,On-Site
271,Autonomous Systems Engineer,68857,MI,CT,Japan,M,"MLOps, Data Visualization, Deep Learning, Python",Master,3,Government,Quantum Computing Inc,2025-01-27,2025,On-Site
272,Computer Vision Engineer,97840,SE,PT,Ireland,M,"R, Linux, AWS",Bachelor,7,Technology,Future Systems,2024-06-06,2024,Remote
273,Machine Learning Engineer,168619,EX,FT,Sweden,L,"Azure, Git, SQL, NLP, Docker",Bachelor,18,Automotive,Predictive Systems,2024-07-04,2024,Remote
274,Machine Learning Researcher,118132,SE,FL,United Kingdom,M,"Git, NLP, MLOps",Associate,8,Education,Cloud AI Solutions,2024-12-17,2024,Remote
275,Principal Data Scientist,81112,SE,FL,India,S,"Java, Git, Data Visualization, SQL, Kubernetes",PhD,7,Consulting,Digital Transformation LLC,2025-03-03,2025,Remote
276,Head of AI,111502,MI,FL,United Kingdom,M,"Git, Java, MLOps",Master,4,Energy,Predictive Systems,2024-08-31,2024,On-Site
277,NLP Engineer,151610,SE,PT,United States,L,"TensorFlow, Kubernetes, Git, Computer Vision, Statistics",Associate,5,Retail,Cloud AI Solutions,2025-04-03,2025,Remote
278,Machine Learning Engineer,95128,SE,FL,Austria,L,"Linux, Statistics, MLOps, Computer Vision, Deep Learning",Bachelor,7,Government,Future Systems,2024-12-15,2024,Remote
279,Machine Learning Engineer,136733,SE,FL,United Kingdom,S,"Tableau, GCP, SQL, MLOps",PhD,8,Gaming,Smart Analytics,2025-03-21,2025,On-Site
280,ML Ops Engineer,69822,MI,FL,China,S,"GCP, R, Python, Kubernetes",Bachelor,3,Finance,Quantum Computing Inc,2024-06-26,2024,Hybrid
281,Machine Learning Researcher,88380,EN,PT,Switzerland,L,"Azure, Python, Data Visualization",Bachelor,0,Automotive,Neural Networks Co,2025-04-18,2025,Hybrid
282,NLP Engineer,199482,EX,PT,France,S,"PyTorch, Scala, NLP, GCP",Bachelor,18,Transportation,TechCorp Inc,2025-02-17,2025,Hybrid
283,Deep Learning Engineer,56268,MI,FT,Austria,S,"Java, Hadoop, Deep Learning, TensorFlow",Bachelor,4,Automotive,TechCorp Inc,2025-03-08,2025,Hybrid
284,Data Engineer,142301,EX,PT,France,M,"Deep Learning, Statistics, Docker",Master,12,Telecommunications,Future Systems,2024-03-14,2024,Hybrid
285,NLP Engineer,178371,EX,CT,India,M,"Spark, Python, Tableau",Associate,15,Energy,DeepTech Ventures,2025-04-08,2025,On-Site
286,Computer Vision Engineer,157412,EX,CT,Israel,S,"Tableau, SQL, MLOps, PyTorch",Associate,12,Government,Cognitive Computing,2024-06-27,2024,Hybrid
287,AI Software Engineer,250562,EX,CT,Switzerland,S,"Docker, TensorFlow, Hadoop, Git, Scala",Associate,12,Government,Cognitive Computing,2025-02-07,2025,On-Site
288,Data Engineer,167401,EX,FT,Ireland,M,"Tableau, AWS, NLP, Scala",Bachelor,14,Manufacturing,AI Innovations,2024-12-25,2024,Hybrid
289,Computer Vision Engineer,85328,EN,CT,Germany,L,"Git, SQL, Spark, MLOps",Bachelor,0,Consulting,Smart Analytics,2024-10-25,2024,On-Site
290,AI Consultant,94160,SE,FT,Ireland,S,"Tableau, Linux, SQL, Spark, GCP",Associate,5,Automotive,Future Systems,2025-04-05,2025,Remote
291,NLP Engineer,147732,EX,PT,Japan,M,"Hadoop, SQL, Computer Vision",Master,17,Gaming,Neural Networks Co,2024-06-01,2024,Remote
292,Autonomous Systems Engineer,50749,EN,FL,Canada,S,"SQL, MLOps, Data Visualization, Scala, Git",Master,0,Government,Predictive Systems,2024-04-28,2024,Hybrid
293,AI Consultant,222223,EX,PT,Netherlands,M,"Data Visualization, Hadoop, Scala, AWS",PhD,19,Retail,Predictive Systems,2024-04-27,2024,On-Site
294,Data Analyst,47958,EN,PT,Finland,L,"Mathematics, Scala, MLOps, SQL",Bachelor,0,Gaming,Advanced Robotics,2025-02-03,2025,Hybrid
295,Data Scientist,52877,EN,FL,Israel,L,"R, SQL, Scala",PhD,1,Retail,Future Systems,2024-08-22,2024,Hybrid
296,AI Research Scientist,138782,EX,CT,Finland,M,"Git, AWS, PyTorch",Bachelor,19,Finance,DeepTech Ventures,2025-02-08,2025,On-Site
297,AI Specialist,66150,SE,FT,Ireland,S,"Computer Vision, SQL, Java, GCP",Master,5,Finance,TechCorp Inc,2025-03-03,2025,Remote
298,Principal Data Scientist,178470,EX,FT,Australia,L,"Python, TensorFlow, Git, PyTorch, MLOps",PhD,18,Energy,Quantum Computing Inc,2024-02-16,2024,Remote
299,Deep Learning Engineer,62936,MI,PT,China,M,"AWS, SQL, Azure",Bachelor,3,Technology,AI Innovations,2024-10-09,2024,Remote
300,Machine Learning Engineer,159003,EX,FT,Japan,S,"Mathematics, R, MLOps",PhD,11,Real Estate,Predictive Systems,2024-02-05,2024,Hybrid
301,Computer Vision Engineer,98694,EX,CT,China,M,"R, Python, Azure, Java",Master,15,Education,Predictive Systems,2024-05-17,2024,Hybrid
302,Data Engineer,50471,EN,FT,China,S,"Kubernetes, Scala, Data Visualization",Bachelor,1,Energy,DataVision Ltd,2025-01-19,2025,Remote
303,AI Software Engineer,104460,MI,FL,Sweden,M,"Deep Learning, Kubernetes, SQL",Bachelor,3,Transportation,Predictive Systems,2025-03-30,2025,On-Site
304,Research Scientist,63711,EN,PT,Australia,M,"Kubernetes, Scala, PyTorch, AWS, Docker",Master,0,Healthcare,Future Systems,2024-08-11,2024,On-Site
305,Data Analyst,64384,EN,PT,Australia,L,"Python, Kubernetes, Scala, Linux",PhD,0,Consulting,Smart Analytics,2024-02-23,2024,On-Site
306,AI Architect,223296,SE,FL,Denmark,L,"Git, Python, Scala, AWS",Master,5,Healthcare,Neural Networks Co,2025-04-30,2025,On-Site
307,Autonomous Systems Engineer,73372,SE,PT,Finland,M,"Hadoop, GCP, MLOps, Statistics",PhD,9,Real Estate,Advanced Robotics,2024-02-22,2024,Hybrid
308,Machine Learning Researcher,92458,MI,FT,France,M,"Hadoop, Python, Kubernetes",Associate,3,Manufacturing,Digital Transformation LLC,2024-05-05,2024,Hybrid
309,AI Product Manager,80483,MI,PT,Finland,L,"Git, Python, TensorFlow, SQL",Bachelor,2,Government,Algorithmic Solutions,2025-03-02,2025,Hybrid
310,Machine Learning Researcher,71730,MI,FT,China,L,"Linux, GCP, Statistics, NLP, Azure",PhD,2,Technology,DeepTech Ventures,2024-04-27,2024,Remote
311,Machine Learning Researcher,186565,EX,PT,Norway,S,"R, Git, Computer Vision",Master,19,Retail,Cognitive Computing,2025-04-23,2025,On-Site
312,Robotics Engineer,114225,SE,PT,Finland,L,"Linux, SQL, PyTorch, NLP, Git",Master,9,Consulting,Cloud AI Solutions,2024-06-06,2024,Hybrid
